stockcode,description,category,revenue,qty_sold,orders,avg_price,cancel_rate,revenue_share
21015,Dark Bird House Tree Decoration,Dark,771.7299999999999,1700,186,0.77,0.53,0.0038
23115,Red Apples Chopping Board,Red,770.32,152,45,5.84,0.0,0.0038
22684,French Blue Metal Door Sign 9,French,769.86,562,108,1.71,1.79,0.0038
21723,Alphabet Hearts Sticker Sheet,Alphabet,769.13,866,135,1.03,0.0,0.0038
20910,Vintage Photo Album Paris Days,Vintage,769.12,106,47,8.38,0.0,0.0038
22985,Wrap Billboard Fonts Design,Wrap,769.02,1831,64,0.42,0.0,0.0038
84761,Ivory Hanging Bird Planter,Ivory,768.85,276,61,3.12,1.61,0.0038
21554,Ceramic Birdhouse Red Roof Large,Ceramic,767.75,167,22,6.48,8.33,0.0037
84712B,Pink Jewelled Photo Frame,Pink,767.1600000000001,98,60,7.8,0.0,0.0037
72755C,Flower Fairy Oil Burner Set Rose,Flower,767.0,592,14,1.89,6.67,0.0037
35095B,Red Victorian Fabric Oval Box,Red,766.64,1952,177,0.62,0.0,0.0037
84029C,Brown Furry Hot Water Bottle,Brown,766.19,204,48,4.56,0.0,0.0037
23140,Triple Wire Hook Ivory Heart,Triple,766.1,182,52,4.54,1.89,0.0037
16259,Piece Of Camo Stationery Set,Piece,766.09,5473,55,0.15,6.78,0.0037
22640,Set Of 4 Napkin Charms 3 Keys,Set,765.39,357,87,2.56,0.0,0.0037
16244B,Maxwell 2 Tone Blue 60 Page Photo A,Maxwell,765.02,345,28,3.87,0.0,0.0037
84963A,Pink Painted Kashmiri Chair,Pink,763.35,23,9,41.74,0.0,0.0037
23550,Wrap Alphabet Poster,Wrap,763.1,1855,64,0.42,0.0,0.0037
35811A,Enamel Pink Sugar Container,Enamel,762.97,434,84,2.91,1.18,0.0037
23006,Travel Card Wallet Flower Meadow,Travel,762.75,1758,173,0.52,2.81,0.0037
23458,Dolly Cabinet 3 Drawers,Dolly,762.4499999999999,51,30,14.95,11.76,0.0037
22492,Mini Paint Set Vintage  Boy+ Girl,Mini,761.4,1260,18,0.64,1.88,0.0037
84762C,Green Picnic Barbecue Bucket,Green,761.25,105,43,8.56,0.0,0.0037
21709,Folding Umbrella Chocolate Polkadot,Folding,760.95,163,68,4.78,0.0,0.0037
23025,Drawer Knob Vintage Glass Ball,Drawer,760.8000000000001,350,54,2.27,1.82,0.0037
23524,Wall Art Horse & Pony,Wall,760.32,225,46,4.59,1.56,0.0037
23123,Cocktail Swords 50 Pieces,Cocktail,759.57,935,95,1.01,2.06,0.0037
21298,Edwardian 2 Drawer Wall Cabinet,Edwardian,755.8,52,14,19.38,26.32,0.0037
85135A,Yellow Dragonfly Helicopter,Yellow,754.59,94,63,8.03,5.97,0.0037
90209C,Pink Enamel+Glass Hair Comb,Pink,754.46,399,66,2.08,2.94,0.0037
47581B,Fairy Cake Wicker Picnic Basket,Fairy,753.77,46,36,16.32,2.7,0.0037
22124,Set Of 2 Tea Towels Ping Microwave,Set,751.9300000000001,298,132,2.72,0.0,0.0037
17165B,Ass Col Large Sand Gecko P'Weight,Ass,751.68,810,57,1.03,3.17,0.0037
21194,Pink  Honeycomb Paper Fan,Pink,751.5,578,95,2.03,3.0,0.0037
23124,18Pc Wooden Cutlery Set Disposable,18Pc,751.38,567,43,1.75,0.0,0.0037
84653,Green Rose Quilt,Green,750.48,14,12,54.88,0.0,0.0037
23223,Christmas Tree Hanging Silver,Christmas,750.19,801,88,1.09,1.11,0.0037
21344,Moroccan Beaten Metal Dish,Moroccan,749.82,166,26,8.92,7.14,0.0037
90200A,Purple Sweetheart Bracelet,Purple,749.69,177,99,4.23,1.98,0.0037
84615,Pink Round Butterfly Mirror,Pink,748.48,240,21,5.61,4.55,0.0037
35647,Vintage Bead Pink Shade,Vintage,748.24,563,74,1.77,0.0,0.0037
84620,Blue Gingham Rose Cushion Cover,Blue,746.61,121,50,6.54,0.0,0.0036
84663A,Grass Hopper Wooden Wall Clock,Grass,746.39,373,64,4.42,5.88,0.0036
21284,Retro Spot Candle  Small,Retro,744.75,408,60,2.38,2.1,0.0036
84842,Hello Sailor Bathroom Set,Hello,744.15,1505,35,4.43,2.78,0.0036
21319,Glass Chalice Green  Small,Glass,743.61,508,65,1.97,5.8,0.0036
72800A,S/4 Black Dinner Candle Silver Floc,S/4,743.26,674,46,2.98,0.0,0.0036
23282,Folding Butterfly Mirror Ivory,Folding,742.9200000000001,794,133,1.26,0.0,0.0036
84689,S/2 Beach Hut Treasure Chests,S/2,742.9,312,40,5.3,9.09,0.0036
22676,"French Blue Metal Door Sign, 1",French,742.67,577,79,1.44,0.65,0.0036
21377,Small Camphor Wood Field  Mushroom,Small,742.56,518,98,2.52,1.01,0.0036
84821,Danish Rose Deluxe Coaster,Danish,742.5,1318,74,0.8,1.32,0.0036
21391,French Emroidr Lavender Scent Heart,French,741.6,341,67,2.44,0.56,0.0036
21503,Toybox  Wrap,Toybox,740.42,1801,64,0.42,1.54,0.0036
23114,Vintage Leaf Chopping Board,Vintage,737.95,149,45,5.45,4.26,0.0036
85130C,Beaded Crystal Heart Blue  Large,Beaded,737.89,659,68,1.36,0.0,0.0036
84033,Flag Of St George,Flag,735.38,392,49,3.42,3.85,0.0036
22638,Set Of 4 Napkin Charms Crowns,Set,735.23,405,74,2.35,1.33,0.0036
84715,Set Of 6 Ice Cream Skittles,Set,734.8900000000001,241,47,3.39,0.0,0.0036
90161B,Ant Copper Turq Boudicca Bracelet,Ant,734.16,147,76,5.02,0.0,0.0036
84708B,Pink Jewelled Photo Frame,Pink,732.7900000000001,142,53,5.39,0.0,0.0036
23435,3 Raffia Ribbons Vintage Christmas,3,732.4200000000001,824,99,0.9,0.0,0.0036
ADJUST2,Adjustment By Peter On Jun 25 2010,Adjustment,731.0500000000001,3,3,243.68,0.0,0.0036
85131B,Beaded Crystal Heart Green On Stick,Beaded,730.74,948,216,0.86,0.0,0.0036
90209B,Green Enamel+Glass Hair Comb,Green,730.66,380,97,2.09,0.0,0.0036
47503F,Ass Floral Print Torch,Ass,729.9499999999999,2567,11,1.52,8.33,0.0036
21378,Small Tall Camphor Wood Toadstool,Small,728.97,560,88,2.16,0.0,0.0036
72800B,S/4 Purple Dinner Candle Blk Flock,S/4,728.6700000000001,650,34,2.82,1.05,0.0036
21443,Olive Chalet Birdfeeder,Olive,727.9300000000001,257,26,4.63,3.7,0.0036
20657,Tropical Luggage Tag,Tropical,726.47,1877,118,1.32,0.0,0.0035
21415,Clam Shell Small,Clam,726.16,348,82,2.65,0.0,0.0035
85230F,Jasmine Votive Candle,Jasmine,725.6999999999999,2946,62,0.28,0.0,0.0035
35095A,Blue Victorian Fabric Oval Box,Blue,725.5600000000001,1809,166,0.64,0.0,0.0035
23562,Set Of 6 Ribbons Perfectly Pretty,Set,724.59,251,43,3.29,0.0,0.0035
85088,Candy Spot Hand Bag,Candy,723.85,347,78,2.34,2.47,0.0035
84595E,Large Tortilla Design Red Bowl,Large,723.5699999999999,367,43,3.28,2.27,0.0035
21393,Blue  Spotty Pudding Bowl,Blue,723.5500000000001,2679,28,2.33,4.35,0.0035
84971L,Large Heart Flowers Hook,Large,723.51,585,58,1.57,3.28,0.0035
84976,Rectangular Shaped Mirror,Rectangular,722.76,674,56,1.69,3.45,0.0035
20701,Pink Cat Floral Cushion Cover,Pink,721.49,353,50,4.42,0.0,0.0035
10134,Colouring Pencils Brown Tube,Colouring,721.13,625,52,1.29,1.82,0.0035
84684,Beach Hut Photo Frame,Beach,720.6999999999999,609,40,3.29,4.76,0.0035
85017C,Envelope 50 Curious Images,Envelope,719.67,1087,119,0.81,0.82,0.0035
23222,Christmas Tree Hanging Gold,Christmas,718.53,799,75,1.05,2.53,0.0035
35951,Folkart Bauble Christmas Decoration,Folkart,717.99,1352,46,1.19,0.0,0.0035
21001,Rose Du Sud Washbag,Rose,717.8000000000001,141,90,4.9,0.0,0.0035
84997d,Pink 3 Piece Polkadot Cutlery Set,Pink,717.4300000000001,85,16,8.41,0.0,0.0035
84997c,Blue 3 Piece Polkadot Cutlery Set,Blue,717.25,85,17,8.43,0.0,0.0035
21026,Space Owl,Space,716.73,549,124,1.63,0.0,0.0035
21457,2 Picture Book Eggs Easter Ducks,2,716.0,685,65,1.54,0.0,0.0035
21076,Set/20 Collage Paper Napkin,Set/20,714.55,843,92,0.98,1.05,0.0035
20850,Zinc Heart Lattice Planter Bowl,Zinc,713.8000000000001,820,23,2.84,0.0,0.0035
35915B,Blue Knitted Hen,Blue,713.73,563,67,1.21,0.0,0.0035
21133,Painted Bird Assorted Christmas,Painted,712.9100000000001,410,42,2.17,0.0,0.0035
23042,Paper Lantern 7 Point Snow Star,Paper,711.51,103,28,7.36,3.45,0.0035
16015,Medium Chinese Style Scissor,Medium,711.38,1572,65,0.49,0.0,0.0035
20854,Blue Patch Purse Pink Heart,Blue,711.37,441,107,1.66,1.82,0.0035
21221,Set/4 Badges Cute Creatures,Set/4,709.66,535,107,1.5,0.0,0.0035
23070,Edwardian Heart Photo Frame,Edwardian,709.5400000000001,160,44,5.09,0.0,0.0035
22100,Skulls Square Tissue Box,Skulls,709.5,1005,127,1.46,0.0,0.0035
21365,Mirrored Wall Art Stars,Mirrored,707.9200000000001,469,77,2.5,0.0,0.0035
21308,Louvre Vanity Mirror,Louvre,705.9,132,6,12.16,14.29,0.0034
21265,Pink Goose Feather Tree 60Cm,Pink,705.59,321,34,3.59,8.11,0.0034
21379,Camphor Wood Portobello Mushroom,Camphor,705.46,641,125,1.94,0.0,0.0034
84952C,Mirror Love Bird T-Light Holder,Mirror,705.01,374,42,3.35,0.0,0.0034
21442,Green Birdhouse Decoration,Green,704.9699999999999,973,136,1.12,0.0,0.0034
22981,Pantry Apple Corer,Pantry,704.13,471,105,1.87,1.82,0.0034
84869,Candy Button Photo Album,Candy,703.54,302,26,5.04,0.0,0.0034
20763,Daisy Sketchbook,Daisy,702.86,267,74,3.81,1.33,0.0034
84569A,Pack 3 Iron On Dog Patches,Pack,702.42,562,112,1.36,0.87,0.0034
21740,Cosy Slipper Shoes Large Red,Cosy,698.0100000000001,201,66,3.69,0.0,0.0034
84584,Pink Gingham Cat With Scarf,Pink,696.75,282,75,2.82,0.0,0.0034
85231E,Strawberry Scented Set/9 T-Lights,Strawberry,695.23,835,106,0.95,0.93,0.0034
22036,Dinosaur Birthday Card,Dinosaur,695.11,1649,135,0.5,1.46,0.0034
23187,French Style Storage Jar Bonbons,French,695.06,2338,74,0.32,5.06,0.0034
20898,Vintage Notebook Travelogue,Vintage,693.9200000000001,327,53,3.19,1.79,0.0034
72755D,Flower Fairy Oil Burner Set Summer,Flower,693.25,533,13,1.94,0.0,0.0034
72131,Columbian Candle Rectangle,Columbian,692.28,748,56,1.65,1.69,0.0034
20862,Pink Patch Pencil Case Blue Heart,Pink,691.1400000000001,325,37,2.62,2.63,0.0034
72753A,S/3 Flwr Fairy Lilly Candles,S/3,690.24,315,14,3.74,0.0,0.0034
35964,Folkart Clip On Stars,Folkart,689.76,1187,132,1.12,0.0,0.0034
84931B,Blue Scottie Dog W Flower Pattern,Blue,688.73,274,83,2.66,1.19,0.0034
90161D,Ant Copper Pink Boudicca Bracelet,Ant,687.52,138,75,4.99,0.0,0.0034
84917,White Hand Towel With Butterfly,White,686.03,229,53,4.33,0.0,0.0034
85186A,Easter Bunny Garland Of Flowers,Easter,685.87,1473,159,0.61,0.62,0.0033
21710,Folding Umbrella Pinkwhite Polkadot,Folding,685.6700000000001,142,61,5.03,2.63,0.0033
84563A,Pink & White Breakfast Tray,Pink,685.15,139,62,6.02,0.0,0.0033
37492D,Purple Green Flower Piggy Bank,Purple,682.9899999999999,361,26,4.2,3.7,0.0033
22847,"Bread Bin, Diner Style, Ivory",Bread,682.7499999999999,45,10,15.55,6.95,0.0033
84951A,Set Of 4 Pistachio Lovebird Coaster,Set,682.66,516,111,2.17,0.74,0.0033
23120,Pack Of 6 Small Fruit Straws,Pack,682.39,1685,100,0.47,1.87,0.0033
85023B,Eau De Nile Jewelled Photoframe,Eau,682.35,293,38,2.53,7.32,0.0033
17165D,Ass Col Large Sand Frog P'Weight,Ass,682.32,716,89,1.03,3.12,0.0033
22033,Botanical Rose Greeting Card,Botanical,681.93,1603,128,0.48,0.0,0.0033
23325,Rustic Strawberry Jam Pot Small,Rustic,681.54,426,32,1.83,7.89,0.0033
85084,Holly Top Christmas Stocking,Holly,681.4,682,84,1.07,0.0,0.0033
21674,Ridged Glass Pendant Lampshade,Ridged,680.8499999999999,43,9,16.51,0.0,0.0033
21386,Ivory Hanging Decoration  Egg,Ivory,680.78,1148,105,0.84,0.0,0.0033
17012F,Origami Sandlewood Incense/Cand Set,Origami,680.65,586,107,1.88,0.0,0.0033
21397,Blue Polkadot Egg Cup,Blue,679.38,1163,81,1.23,0.55,0.0033
23597,Paper Bunting Paisley Park,Paper,679.07,249,31,3.19,3.12,0.0033
47594A,Carousel Design Washbag,Carousel,678.3,344,105,2.08,9.48,0.0033
62094B,Turq Ice Cream Bum Bag,Turq,677.99,305,67,3.94,0.0,0.0033
84925D,La Palmiera Wall Thermometer,La,677.45,452,26,2.32,3.7,0.0033
90160C,Turq+Red Boudicca Large Bracelet,Turq+Red,677.0,97,45,7.01,0.0,0.0033
85096,Hilda Candy Spot Rabbit,Hilda,676.92,164,66,4.5,1.47,0.0033
84824,Danish Rose Umbrella Stand,Danish,676.4499999999999,38,32,18.45,3.03,0.0033
23428,Ivory Retro Kitchen Wall Clock,Ivory,675.91,77,33,9.92,2.94,0.0033
22511,Retrospot Babushka Doorstop,Retrospot,675.5600000000001,296,76,3.23,0.88,0.0033
21847,Green  Diamante Pen In Gift Box,Green,675.37,347,71,3.26,0.0,0.0033
22641,Set Of 4 Napkin Charms Instrument,Set,674.3,288,67,2.6,0.0,0.0033
22999,Travel Card Wallet Retro Petals,Travel,674.11,1544,105,0.48,0.88,0.0033
20856,Denim Patch Purse Pink Butterfly,Denim,674.0899999999999,408,122,1.66,1.59,0.0033
37444C,Pink Breakfast Cup And Saucer,Pink,673.72,1654,54,4.63,1.82,0.0033
22034,Robin Christmas Card,Robin,673.49,1617,94,0.45,2.08,0.0033
22965,3 Traditional Cookie Cutters  Set,3,671.4000000000001,354,10,2.05,1.87,0.0033
72023F,Red Organic Candle In Glass,Red,669.62,640,49,1.35,0.0,0.0033
75013B,"String Of 8 Butterflies,Pink",String,669.62,390,76,2.02,1.23,0.0033
85205B,Pink Felt Easter Rabbit Garland,Pink,669.38,241,61,3.19,0.0,0.0033
23024,Large Bonne Jam Jar  T-Light Holder,Large,667.8500000000001,255,11,3.01,8.33,0.0033
82613A,"Metal Sign,Cupcake Single Hook",Metal,667.47,492,116,1.61,1.69,0.0033
72750B,Flower Fairy Set 3 Candles Lavender,Flower,666.85,303,30,3.28,7.14,0.0033
85203,Hanging Wood And Felt Butterfly,Hanging,665.91,1463,224,0.57,0.0,0.0033
21879,Hearts Gift Tape,Hearts,664.84,1567,152,0.75,0.0,0.0032
21247,Set Of Red Salad Servers,Set,664.73,422,81,1.89,0.0,0.0032
90082D,Diamante Bow Brooch Black Colour,Diamante,664.3499999999999,103,51,6.51,1.92,0.0032
21750,Large Skull Windmill,Large,663.85,309,62,2.43,1.59,0.0032
21884,Cakes And Bows Gift  Tape,Cakes,663.61,1448,161,0.99,0.0,0.0032
46776E,Woven Candy Cushion Cover,Woven,662.1,205,77,4.19,0.0,0.0032
21197,Multicolour  Confetti In Tube,Multicolour,661.81,453,45,1.63,2.13,0.0032
22383,Lunchbag Suki  Design,Lunchbag,661.63,410,35,1.74,1.3,0.0032
23547,Wrap Flower Shop,Wrap,661.5,1575,62,0.42,0.0,0.0032
17109C,Flower Fairy Incense Rose,Flower,661.23,3124,15,1.24,6.25,0.0032
23482,Pearlised Ivory Heart Large,Pearlised,661.02,418,39,1.77,0.0,0.0032
85188B,Pink Metal Swinging Bunny,Pink,660.88,748,74,1.07,1.3,0.0032
22322,Bird Decoration Green  Spot,Bird,660.62,678,108,1.31,1.09,0.0032
21764,Vintage Wooden Plate Rack,Vintage,659.1500000000001,17,11,39.5,8.33,0.0032
16169K,Wrap Folk Art,Wrap,658.75,2075,60,0.36,0.0,0.0032
17012D,Origami Rose Incense/Candle Set,Origami,658.72,520,116,1.95,0.0,0.0032
21263,Green Goose Feather Tree 60Cm,Green,658.29,299,56,3.06,1.72,0.0032
85186C,Bunny Egg Garland,Bunny,658.19,1400,152,0.6,1.27,0.0032
46776D,Woven Sunset Cushion Cover,Woven,658.07,153,76,4.28,1.3,0.0032
20652,Blue Spotty Luggage Tag,Blue,657.9,1236,80,1.25,0.0,0.0032
22056,Ceramic Plate Love Heart Design,Ceramic,656.87,607,34,1.94,2.86,0.0032
85028S,French Chateau Small Fruitbowl,French,656.82,430,33,3.33,5.56,0.0032
22677,"French Blue Metal Door Sign, 2",French,656.41,509,77,1.45,0.71,0.0032
71403,"Pink/White ""Keep Clean"" Bullet Bin",Pink/White,656.0500000000001,176,69,4.64,1.43,0.0032
21441,Blue Birdhouse Decoration,Blue,655.4599999999999,928,133,1.1,0.0,0.0032
22054,Mini Cake Stand Hanging Hearts,Mini,655.01,361,74,2.15,4.88,0.0032
85028L,French Chateau Large Fruit Bowl,French,654.01,271,27,5.86,6.9,0.0032
85168B,Black Baroque Carriage Clock,Black,652.17,72,52,9.16,0.0,0.0032
90184C,Black Chunky Bead Bracelet W Strap,Black,651.89,72,49,9.1,0.0,0.0032
85019C,Curious  Images Notebook Set,Curious,651.19,423,25,3.39,7.41,0.0032
37474,Set/4 2 Tone Egg Shape Mixing Bowls,Set/4,651.05,63,44,10.81,0.0,0.0032
47310M,"Small Pop Box,Funky Monkey",Small,650.96,488,85,1.77,0.0,0.0032
21307,Set/4 Butterfly Mirror Magnets,Set/4,650.07,749,72,2.13,1.37,0.0032
20714,Posy Shopper Bag,Posy,649.8199999999999,1580,28,0.95,0.0,0.0032
23224,Cherub Heart Decoration Gold,Cherub,649.02,738,71,1.04,2.74,0.0032
84993A,75 Green Petit Four Cases,75,648.61,1471,177,0.53,0.0,0.0032
20618,Queen Of The Skies Passport Cover,Queen,648.54,297,137,2.28,0.0,0.0032
21350,Gingham Heart Wreath,Gingham,647.7500000000001,225,42,2.94,2.22,0.0032
21003,Rose Du Sud Cushion Cover,Rose,647.75,109,64,5.93,0.0,0.0032
17164B,Ass Col Small Sand Gecko P'Weight,Ass,646.56,1620,81,0.42,1.2,0.0032
21134,Victorian Metal Postcard Christmas,Victorian,646.4399999999999,377,46,2.16,0.0,0.0032
84916,Hand Towel Pale Blue W Flowers,Hand,646.4300000000001,261,58,4.47,0.0,0.0032
22678,"French Blue Metal Door Sign, 3",French,645.15,501,71,1.46,0.8,0.0032
47597,New England Teatowels,New,644.88,322,124,1.96,0.0,0.0031
23408,Photo Frame Linen And Lace Small,Photo,644.8000000000001,310,59,2.08,4.84,0.0031
85215,Assorted Cheese Fridge Magnets,Assorted,643.89,831,66,1.69,0.0,0.0031
17181,Circle Of Friends Candle Holder,Circle,642.66,353,65,3.77,0.0,0.0031
22134,Ladle Love Heart Red,Ladle,642.4,1489,145,0.63,0.33,0.0031
16169M,Wrap Daisy Carpet,Wrap,640.95,2060,59,0.35,0.0,0.0031
17084N,Fairy Dreams Incense,Fairy,640.26,2768,187,0.35,0.0,0.0031
84520D,Pack Of 20 Fairy Cake Paper Napkins,Pack,639.4699999999999,699,94,1.14,2.08,0.0031
84865,New Baroque Black Photo Album,New,639.42,77,48,9.4,0.0,0.0031
84986B,Set Of 36 Silver Paper Doilies,Set,639.06,432,75,1.53,0.0,0.0031
35004P,Set Of 3 Pink Flying Ducks,Set,638.97,120,43,6.81,0.0,0.0031
21665,Triangular Ridged Glass Posy Holder,Triangular,638.8,879,75,1.09,0.0,0.0031
84601A,New Baroque Ivory Cushion Cover,New,638.34,260,15,3.67,6.25,0.0031
84766,Silver Rococo Candle Stick,Silver,638.0,200,27,4.58,12.9,0.0031
17107D,"Flower Fairy,5 Summer B'Draw Liners",Flower,637.5,250,65,2.55,1.12,0.0031
21816,Christmas Tree T-Light Holder,Christmas,637.3399999999999,422,50,1.7,1.92,0.0031
84872a,Teatime Funky Flower Backpack For 2,Teatime,636.47,58,45,10.98,0.0,0.0031
85185D,Frog Sock Puppet,Frog,636.11,195,66,3.76,0.0,0.0031
23492,Vintage Jingle Bells Wreath,Vintage,635.38,76,28,8.55,0.0,0.0031
22391,Paperweight Home Sweet Home,Paperweight,635.19,323,66,2.82,0.0,0.0031
23298,"Bunting , Spotty",Bunting,634.7,146,7,4.72,1.02,0.0031
84507C,Blue Circles Design Monkey Doll,Blue,634.64,433,70,2.71,4.05,0.0031
22510,Gingham Babushka Doorstop,Gingham,633.35,272,62,2.89,0.0,0.0031
20819,Silver Teddy Bear,Silver,631.49,228,65,3.89,0.0,0.0031
84951B,Set Of 4 Black Lovebird Coasters,Set,631.12,477,92,2.01,0.0,0.0031
23216,Laurel Heart Antique Gold,Laurel,630.73,525,44,1.45,0.0,0.0031
84964A,Pink Painted Kashmiri Table,Pink,630.0,11,2,45.0,0.0,0.0031
23019,Small Apothecary Measuring Jar,Small,629.05,81,28,8.08,0.0,0.0031
85230E,Strawbry Scented Votive Candle,Strawbry,628.41,2445,66,0.28,0.0,0.0031
23027,Drawer Knob Vintage Glass Hexagon,Drawer,627.95,295,30,2.22,0.0,0.0031
22263,Felt Egg Cosy Ladybird,Felt,627.38,836,105,1.17,0.93,0.0031
22042,Christmas Card Singing Angel,Christmas,627.19,1738,128,0.41,1.53,0.0031
72814,Set Of 3 Christmas Briar Candles,Set,626.39,176,31,3.86,1.79,0.0031
16169N,Wrap Blue Russian Folkart,Wrap,626.25,2025,56,0.35,0.0,0.0031
71101E,Standing Fairy Pole Support,Standing,626.13,777,47,0.84,2.04,0.0031
90184B,Amethyst Chunky Bead Bracelet W Str,Amethyst,625.48,69,47,9.11,4.08,0.0031
85218,S/5 Mini Ice Cream Fridge Magnets,S/5,625.1999999999999,1992,2,0.88,33.33,0.0031
82616A,Bubble Gum Scarf Knitting Kit,Bubble,624.21,316,52,2.99,0.0,0.003
22289,"Decoration , Hanging Metal Chicken",Decoration,623.96,616,42,1.59,0.0,0.003
85092,Candy Spot Tea Cosy,Candy,622.57,391,24,4.06,4.0,0.003
20694,Floral Pink Monster,Floral,622.33,166,54,4.4,1.79,0.003
22288,Hanging Metal Rabbit Decoration,Hanging,621.97,476,59,1.62,0.0,0.003
22129,Party Cones Candy Decoration,Party,621.96,454,67,2.34,0.57,0.003
84596J,Mixed Nuts Light Green Bowl,Mixed,621.74,810,138,1.18,0.72,0.003
23425,Storage Tin Home Sweet Home,Storage,621.44,275,56,3.1,5.08,0.003
23180,Mum'S Kitchen Clock,Mum'S,621.09,122,49,5.94,2.0,0.003
16156N,"Wrap, Friendship On Green","Wrap,",619.5,1475,56,0.42,0.0,0.003
22043,Christmas Card Screen Print,Christmas,619.25,2197,125,0.33,0.79,0.003
23528,Wall Art Spaceboy,Wall,618.59,173,37,5.2,0.0,0.003
84707B,Pink Jewelled Mirror Trinket Tray,Pink,618.52,79,51,8.63,1.92,0.003
22837,Hot Water Bottle Babushka Large,Hot,618.0,136,14,4.62,0.43,0.003
20696,Floral Soft Car Toy,Floral,617.9399999999999,151,60,4.63,0.0,0.003
23471,Six Drawer Office Tidy,Six,616.79,65,27,10.16,0.0,0.003
23453,Oval  Mini Portrait Frame,Oval,615.98,316,47,1.99,0.0,0.003
72772,Set/4 Scented Candles In Ramekins,Set/4,615.84,457,9,2.53,0.0,0.003
84952B,Black Love Bird T-Light Holder,Black,615.49,364,44,3.09,2.22,0.003
84932C,Small Oriental Blue Folding Stool,Small,615.4,282,34,3.11,2.86,0.003
20689,Retro Sisters Expresso Cups,Retro,614.1,429,41,6.18,2.38,0.003
84859A,Silver Disco Handbag,Silver,613.53,293,58,3.39,0.0,0.003
47583A,Set Of 3 Wicker Basket Rose,Set,612.8199999999999,71,6,26.3,25.0,0.003
85114c,Red Enchanted Forest Placemat,Red,612.64,185,42,3.31,0.0,0.003
37351,Orange Flower Mug,Orange,612.5099999999999,5404,11,3.75,0.0,0.003
23018,Large Apothecary Measuring Jar,Large,612.1600000000001,51,21,12.9,0.0,0.003
79315W,Flying Saucer Table Light In White,Flying,611.51,199,13,4.36,0.0,0.003
35972,Daisy Folkart Heart Decoration,Daisy,611.38,440,87,1.76,0.0,0.003
84858C,Pink Riviera Handbag,Pink,611.0699999999999,347,30,5.59,0.0,0.003
22538,Mini Jigsaw Go To The Fair,Mini,610.43,1443,86,0.54,0.0,0.003
22680,"French Blue Metal Door Sign, 5",French,610.11,477,65,1.41,0.85,0.003
gift_0001_30,Dotcomgiftshop Gift Voucher Â£30.00,Dotcomgiftshop,610.09,24,24,25.42,0.0,0.003
23454,Three Mini Hanging Frames,Three,610.0,142,50,4.54,1.79,0.003
90198A,Vintage Rose Bead Bracelet Raspberr,Vintage,609.4300000000001,144,84,4.22,0.0,0.003
21392,Red Polkadot Pudding Bowl,Red,608.9,3717,17,2.17,3.92,0.003
20655,Queen Of Skies Luggage Tag,Queen,608.48,414,189,1.7,0.0,0.003
84051,Ass Colour Glowing Tiaras,Ass,607.98,746,60,0.9,0.0,0.003
21173,Loo Roll  Metal Sign,Loo,607.9599999999999,340,77,2.21,1.27,0.003
20695,Floral Blue Monster,Floral,604.58,142,61,4.86,3.17,0.003
85169D,Pink Love Bird Candle,Pink,603.98,521,88,1.5,1.12,0.0029
79190B,Retro Plastic Polka Tray,Retro,603.08,1485,136,0.54,1.45,0.0029
21416,Clam Shell Large,Clam,603.0600000000002,751,22,4.12,0.0,0.0029
84247G,"Decoupage,Greeting Card,","Decoupage,Greeting",602.67,1414,107,0.49,0.0,0.0029
21711,Folding Umbrella White/Red Polkadot,Folding,602.6600000000001,120,43,5.44,0.0,0.0029
84932A,Small Green Peony Folding Stool,Small,602.6,262,24,3.86,0.0,0.0029
20863,Blue Patch Pencil Case Pink Heart,Blue,601.53,293,50,2.42,1.96,0.0029
82095,Heart Buttons Jewellery Box,Heart,600.91,100,48,6.19,0.0,0.0029
23520,Embroidered Ribbon Reel Ruby,Embroidered,600.55,167,32,3.97,0.0,0.0029
84876D,Blue Heart Compact Mirror,Blue,600.52,331,35,3.59,5.41,0.0029
85146,Jardin Etched Glass Small Bell Jar,Jardin,599.38,118,29,5.61,0.0,0.0029
90143,Silver Bracelet W Pastel Flower,Silver,599.13,79,41,7.63,4.65,0.0029
17109D,Flower Fairy Incense Bouquet,Flower,598.3100000000001,1257,38,1.41,2.5,0.0029
21440,12 Mini Toadstool Pegs,12,597.56,472,95,1.33,1.03,0.0029
84682,Classical Rose Dish,Classical,596.94,295,49,3.33,5.56,0.0029
22679,"French Blue Metal Door Sign, 4",French,596.34,468,62,1.41,0.43,0.0029
82011C,Bathroom Scales Footprints In Sand,Bathroom,595.18,131,71,5.24,0.0,0.0029
85117,Nightingale Coathook White,Nightingale,594.3199999999999,347,61,2.23,0.0,0.0029
47469,Assorted Shapes Photo Clip Silver,Assorted,594.28,1220,29,0.63,2.7,0.0029
72122,Coffee Scent Pillar Candle,Coffee,593.3299999999999,586,120,1.13,0.0,0.0029
16236,Kitty Pencil Erasers,Kitty,593.29,2652,260,0.3,0.38,0.0029
20849,Zinc Heart Lattice Double Planter,Zinc,593.03,674,24,4.05,0.0,0.0029
22092,Blue Paisley Tissue Box,Blue,592.91,933,140,0.82,0.0,0.0029
62096A,Pink/Yellow Flowers Handbag,Pink/Yellow,592.79,383,89,2.25,0.0,0.0029
23377,Pack Of 12 Dolly Girl Tissues,Pack,592.4499999999999,1351,133,0.56,0.74,0.0029
85113,Polka Dot Pistachio Pail,Polka,591.6600000000001,285,48,2.31,0.0,0.0029
